Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"ZYX","Zyxin","Protein Coding","46","GC07P143381","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZYX"
"SRPK1","SRSF Protein Kinase 1","Protein Coding","46","GC06M047030","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPK1"
"FLNC","Filamin C","Protein Coding","45","GC07P128830","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNC"
"COPB2","COPI Coat Complex Subunit Beta 2","Protein Coding","45","GC03M139355","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPB2"
"DPM1","Dolichyl-Phosphate Mannosyltransferase Subunit 1, Catalytic","Protein Coding","45","GC20M050934","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM1"
"CCT5","Chaperonin Containing TCP1 Subunit 5","Protein Coding","45","GC05P010236","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT5"
"KIF5B","Kinesin Family Member 5B","Protein Coding","45","GC10M032035","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF5B"
"FMR1","FMRP Translational Regulator 1","Protein Coding","45","GC0XP147925","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"EMD","Emerin","Protein Coding","45","GC0XP154379","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMD"
"MTHFD1","Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1","Protein Coding","45","GC14P064388","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1"
"SLC25A3","Solute Carrier Family 25 Member 3","Protein Coding","45","GC12P098593","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3"
"RFC2","Replication Factor C Subunit 2","Protein Coding","45","GC07M074231","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC2"
"PFKFB3","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3","Protein Coding","45","GC10P006144","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3"
"MKI67","Marker Of Proliferation Ki-67","Protein Coding","45","GC10M128096","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67"
"PPM1B","Protein Phosphatase, Mg2+/Mn2+ Dependent 1B","Protein Coding","45","GC02P044167","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1B"
"PSMA4","Proteasome 20S Subunit Alpha 4","Protein Coding","45","GC15P078540","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA4"
"PSMA7","Proteasome 20S Subunit Alpha 7","Protein Coding","45","GC20M062136","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA7"
"DDX41","DEAD-Box Helicase 41","Protein Coding","44","GC05M177511","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX41"
"CLPB","Caseinolytic Mitochondrial Matrix Peptidase Chaperone Subunit B","Protein Coding","44","GC11M072286","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPB"
"U2AF1","U2 Small Nuclear RNA Auxiliary Factor 1","Protein Coding","44","GC21M043092","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1"
"TECR","Trans-2,3-Enoyl-CoA Reductase","Protein Coding","44","GC19P014504","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECR"
"PRPF3","Pre-MRNA Processing Factor 3","Protein Coding","44","GC01P150321","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF3"
"SLC25A11","Solute Carrier Family 25 Member 11","Protein Coding","44","GC17M004937","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11"
"NOP56","NOP56 Ribonucleoprotein","Protein Coding","44","GC20P003251","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56"
"PSMD7","Proteasome 26S Subunit, Non-ATPase 7","Protein Coding","44","GC16P074296","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD7"
"PSMD2","Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 2","Protein Coding","44","GC03P184298","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD2"
"XRN2","5'-3' Exoribonuclease 2","Protein Coding","44","GC20P021303","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN2"
"COPA","COPI Coat Complex Subunit Alpha","Protein Coding","43","GC01M160288","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPA"
"HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","43","GC05P133051","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4"
"DDX20","DEAD-Box Helicase 20","Protein Coding","43","GC01P111755","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX20"
"ACTR3","Actin Related Protein 3","Protein Coding","43","GC02P113889","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3"
"PUF60","Poly(U) Binding Splicing Factor 60","Protein Coding","43","GC08M143816","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUF60"
"PSMD11","Proteasome 26S Subunit, Non-ATPase 11","Protein Coding","43","GC17P032444","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD11"
"POLR2B","RNA Polymerase II Subunit B","Protein Coding","43","GC04P056977","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2B"
"PLS3","Plastin 3","Protein Coding","43","GC0XP115560","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLS3"
"PAICS","Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase","Protein Coding","43","GC04P056410","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS"
"PCBP1","Poly(RC) Binding Protein 1","Protein Coding","43","GC02P070087","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP1"
"MYL6","Myosin Light Chain 6","Protein Coding","43","GC12P056158","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6"
"KHSRP","KH-Type Splicing Regulatory Protein","Protein Coding","43","GC19M006413","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHSRP"
"PSMC1","Proteasome 26S Subunit, ATPase 1","Protein Coding","43","GC14P090256","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC1"
"PSMC5","Proteasome 26S Subunit, ATPase 5","Protein Coding","43","GC17P063827","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC5"
"RBMX","RNA Binding Motif Protein X-Linked","Protein Coding","43","GC0XM136848","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMX"
"DNAJA1","DnaJ Heat Shock Protein Family (Hsp40) Member A1","Protein Coding","42","GC09P033025","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA1"
"CCT3","Chaperonin Containing TCP1 Subunit 3","Protein Coding","42","GC01M156308","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3"
"DCTN2","Dynactin Subunit 2","Protein Coding","42","GC12M057570","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN2"
"CAPZA1","Capping Actin Protein Of Muscle Z-Line Subunit Alpha 1","Protein Coding","42","GC01P112619","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZA1"
"CALU","Calumenin","Protein Coding","42","GC07P128739","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALU"
"CAPZA2","Capping Actin Protein Of Muscle Z-Line Subunit Alpha 2","Protein Coding","42","GC07P116811","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZA2"
"DOCK7","Dedicator Of Cytokinesis 7","Protein Coding","42","GC01M062454","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK7"
"POLRMT","RNA Polymerase Mitochondrial","Protein Coding","42","GC19M000617","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLRMT"
"NPEPPS","Aminopeptidase Puromycin Sensitive","Protein Coding","42","GC17P047522","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPEPPS"
"PCBP2","Poly(RC) Binding Protein 2","Protein Coding","42","GC12P053452","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP2"
"MRPS22","Mitochondrial Ribosomal Protein S22","Protein Coding","42","GC03P139005","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22"
"DNAJA2","DnaJ Heat Shock Protein Family (Hsp40) Member A2","Protein Coding","41","GC16M046955","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA2"
"DNAJA3","DnaJ Heat Shock Protein Family (Hsp40) Member A3","Protein Coding","41","GC16P004425","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3"
"BLVRB","Biliverdin Reductase B","Protein Coding","41","GC19M040447","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLVRB"
"BAG2","BAG Cochaperone 2","Protein Coding","41","GC06P057172","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG2"
"CAPZB","Capping Actin Protein Of Muscle Z-Line Subunit Beta","Protein Coding","41","GC01M019339","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZB"
"MTDH","Metadherin","Protein Coding","41","GC08P097643","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTDH"
"TCP1","T-Complex 1","Protein Coding","41","GC06M159778","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1"
"XPOT","Exportin For TRNA","Protein Coding","41","GC12P064404","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPOT"
"PSMD13","Proteasome 26S Subunit, Non-ATPase 13","Protein Coding","41","GC11P000236","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD13"
"PRPF4B","Pre-MRNA Processing Factor 4B","Protein Coding","41","GC06P004021","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF4B"
"PSMC2","Proteasome 26S Subunit, ATPase 2","Protein Coding","41","GC07P103344","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC2"
"SLC25A22","Solute Carrier Family 25 Member 22","Protein Coding","41","GC11M001138","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A22"
"RCN2","Reticulocalbin 2","Protein Coding","41","GC15P076931","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN2"
"RBBP7","RB Binding Protein 7, Chromatin Remodeling Factor","Protein Coding","41","GC0XM016839","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP7"
"SNRPA","Small Nuclear Ribonucleoprotein Polypeptide A","Protein Coding","41","GC19P040750","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA"
"CORO1C","Coronin 1C","Protein Coding","40","GC12M108645","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO1C"
"ATAD3A","ATPase Family AAA Domain Containing 3A","Protein Coding","40","GC01P002047","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3A"
"CCT6A","Chaperonin Containing TCP1 Subunit 6A","Protein Coding","40","GC07P056051","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6A"
"CCT4","Chaperonin Containing TCP1 Subunit 4","Protein Coding","40","GC02M061868","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT4"
"CCT8","Chaperonin Containing TCP1 Subunit 8","Protein Coding","40","GC21M029055","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT8"
"IMMT","Inner Membrane Mitochondrial Protein","Protein Coding","40","GC02M086144","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMT"
"AASDHPPT","Aminoadipate-Semialdehyde Dehydrogenase-Phosphopantetheinyl Transferase","Protein Coding","40","GC11P106075","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AASDHPPT"
"TMOD3","Tropomodulin 3","Protein Coding","40","GC15P051829","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMOD3"
"SRSF5","Serine And Arginine Rich Splicing Factor 5","Protein Coding","40","GC14P069727","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF5"
"SMC2","Structural Maintenance Of Chromosomes 2","Protein Coding","40","GC09P104094","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC2"
"PLRG1","Pleiotropic Regulator 1","Protein Coding","40","GC04M154534","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLRG1"
"SMC4","Structural Maintenance Of Chromosomes 4","Protein Coding","40","GC03P160399","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC4"
"RCN1","Reticulocalbin 1","Protein Coding","40","GC11P032090","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN1"
"RFC3","Replication Factor C Subunit 3","Protein Coding","40","GC13P033818","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC3"
"MYL12A","Myosin Light Chain 12A","Protein Coding","40","GC18P003238","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A"
"PSMD6","Proteasome 26S Subunit, Non-ATPase 6","Protein Coding","40","GC03M063973","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD6"
"NAT10","N-Acetyltransferase 10","Protein Coding","40","GC11P034105","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT10"
"SNRNP70","Small Nuclear Ribonucleoprotein U1 Subunit 70","Protein Coding","40","GC19P049085","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP70"
"COPB1","COPI Coat Complex Subunit Beta 1","Protein Coding","39","GC11M014436","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPB1"
"GTPBP4","GTP Binding Protein 4","Protein Coding","39","GC10P000988","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP4"
"LYAR","Ly1 Antibody Reactive","Protein Coding","39","GC04M004269","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYAR"
"GEMIN4","Gem Nuclear Organelle Associated Protein 4","Protein Coding","39","GC17M000744","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN4"
"DDX24","DEAD-Box Helicase 24","Protein Coding","39","GC14M094048","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX24"
"DNAJC7","DnaJ Heat Shock Protein Family (Hsp40) Member C7","Protein Coding","39","GC17M041977","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC7"
"EDC4","Enhancer Of MRNA Decapping 4","Protein Coding","39","GC16P067873","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDC4"
"TSR1","TSR1 Ribosome Maturation Factor","Protein Coding","39","GC17M002322","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSR1"
"YTHDF2","YTH N6-Methyladenosine RNA Binding Protein 2","Protein Coding","39","GC01P028751","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF2"
"BCAS2","BCAS2 Pre-MRNA Processing Factor","Protein Coding","38","GC01M114567","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAS2"
"HSPA4L","Heat Shock Protein Family A (Hsp70) Member 4 Like","Protein Coding","38","GC04P127781","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4L"
"HNRNPA0","Heterogeneous Nuclear Ribonucleoprotein A0","Protein Coding","38","GC05M137750","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA0"
"EXOSC7","Exosome Component 7","Protein Coding","38","GC03P045602","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC7"
"FAF2","Fas Associated Factor Family Member 2","Protein Coding","38","GC05P176447","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF2"
"DDX39A","DExD-Box Helicase 39A","Protein Coding","38","GC19M014408","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX39A"
"ARPC4","Actin Related Protein 2/3 Complex Subunit 4","Protein Coding","38","GC03P009792","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC4"
"DNAJC10","DnaJ Heat Shock Protein Family (Hsp40) Member C10","Protein Coding","38","GC02P182716","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC10"
"RACK1","Receptor For Activated C Kinase 1","Protein Coding","38","GC05M181374","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RACK1"
"HNRNPUL1","Heterogeneous Nuclear Ribonucleoprotein U Like 1","Protein Coding","38","GC19P041262","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL1"
"RBM39","RNA Binding Motif Protein 39","Protein Coding","38","GC20M035703","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM39"
"HAUS6","HAUS Augmin Like Complex Subunit 6","Protein Coding","37","GC09M019056","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS6"
"HP1BP3","Heterochromatin Protein 1 Binding Protein 3","Protein Coding","37","GC01M020742","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP1BP3"
"LUC7L2","LUC7 Like 2, Pre-MRNA Splicing Factor","Protein Coding","37","GC07P139344","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2"
"ATP5F1A","ATP Synthase F1 Subunit Alpha","Protein Coding","37","GC18M046081","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1A"
"DIMT1","DIMT1 RRNA Methyltransferase And Ribosome Maturation Factor","Protein Coding","37","GC05M062387","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIMT1"
"SART3","Spliceosome Associated Factor 3, U4/U6 Recycling Protein","Protein Coding","37","GC12M108522","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART3"
"SEC16A","SEC16 Homolog A, Endoplasmic Reticulum Export Factor","Protein Coding","37","GC09M136440","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC16A"
"GTF3C1","General Transcription Factor IIIC Subunit 1","Protein Coding","36","GC16M027471","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C1"
