Drug,Accession,CID
CHEMBL246205,Q07869,44442446
CHEMBL1080361,Q07869,46878645
CHEMBL245454,Q07869,44441213
CHEMBL87928,Q07869,44321284
CHEMBL584704,Q07869,45488162
CHEMBL87307,Q07869,44321572
CHEMBL385106,Q07869,11234410
CHEMBL1087594,Q07869,46889021
CHEMBL370809,Q07869,21942712
CHEMBL573015,Q07869,44481227
CHEMBL118887,Q07869,11503588
CHEMBL78442,Q07869,44316903
CHEMBL253109,Q07869,44446260
CHEMBL331469,Q07869,11133305
CHEMBL199339,Q07869,21942751
CHEMBL489769,Q07869,44579553
CHEMBL383789,Q07869,10137115
CHEMBL214295,Q07869,44415004
AC1NSKAH,Q07869,5311242
CHEMBL473953,Q07869,44564899
CHEMBL514174,Q07869,10227653
CHEMBL514173,Q07869,44564900
CHEMBL474148,Q07869,44564854
CHEMBL382514,Q07869,44406533
CHEMBL469937,Q07869,44589957
CHEMBL197866,Q07869,10225793
CHEMBL200760,Q07869,10112797
CHEMBL332465,Q07869,44345963
CHEMBL401562,Q07869,44446272
CHEMBL393381,Q07869,44431876
CHEMBL516824,Q07869,11247908
CHEMBL200746,Q07869,21942737
CHEMBL551884,Q07869,45271112
CHEMBL222121,Q07869,11463604
CHEMBL1087466,Q07869,46888992
CHEMBL591534,Q07869,46229789
CHEMBL589747,Q07869,46229903
CHEMBL116947,Q07869,11729738
CHEMBL433316,Q07869,44316114
CHEMBL305854,Q07869,44316628
CHEMBL89996,Q07869,44321462
CHEMBL340011,Q07869,11826628
CHEMBL1075895,Q07869,44627529
CHEMBL471011,Q07869,44590101
CHEMBL240868,Q07869,10026148
CHEMBL430182,Q07869,44439725
CHEMBL374323,Q07869,44419765
CHEMBL222107,Q07869,44419769
CHEMBL246208,Q07869,23529368
CHEMBL402100,Q07869,44446245
CHEMBL470144,Q07869,44589958
CHEMBL1087582,Q07869,46888968
CHEMBL382718,Q07869,22610208
CHEMBL1088246,Q07869,46889073
CHEMBL198929,Q07869,11225797
CHEMBL1079489,Q07869,44627408
CHEMBL573252,Q07869,44480201
CHEMBL144489,Q07869,10093355
CHEMBL198786,Q07869,11663038
CHEMBL436113,Q07869,21942781
CHEMBL192518,Q07869,11335874
CHEMBL520508,Q07869,16222636
CHEMBL305723,Q07869,44316825
CHEMBL591347,Q07869,46229833
CHEMBL247110,Q07869,44441221
CHEMBL485179,Q07869,16046718
CHEMBL246206,Q07869,44442448
CHEMBL389903,Q07869,44424583
CHEMBL371760,Q07869,44406236
CHEMBL374948,Q07869,44418903
CHEMBL387133,Q07869,44419773
CHEMBL514544,Q07869,44579255
CHEMBL246204,Q07869,44442445
CHEMBL560205,Q07869,45269442
CHEMBL199432,Q07869,44406172
CID 10274664,Q07869,10274664
CHEMBL392474,Q07869,44439724
CHEMBL457062,Q07869,11227195
CHEMBL1086861,Q07869,46880049
CHEMBL248411,Q07869,44442452
CHEMBL385974,Q07869,44419911
STK195491,Q07869,1285388
CHEMBL562786,Q07869,45273780
CHEMBL1084320,Q07869,22708221
CHEMBL572566,Q07869,44481226
CHEMBL489178,Q07869,44579392
CHEMBL102004,Q07869,9895808
CHEMBL443218,Q07869,44331751
CHEMBL427071,Q07869,44424588
CHEMBL247919,Q07869,21054988
CHEMBL438979,Q07869,44406106
CHEMBL239561,Q07869,10390756
CHEMBL200840,Q07869,44406367
CID 9931070,Q07869,9931070
CHEMBL199526,Q07869,44406267
CHEMBL526740,Q07869,25114873
CHEMBL120748,Q07869,11101345
CHEMBL1075723,Q07869,44627086
CHEMBL426105,Q07869,44404735
CHEMBL50984,Q07869,12017347
CHEMBL190352,Q07869,11383635
CHEMBL430970,Q07869,12017338
CHEMBL51603,Q07869,44296048
CHEMBL517436,Q07869,44561969
CHEMBL427520,Q07869,11448976
CHEMBL426294,Q07869,44404681
CHEMBL461944,Q07869,25166956
CHEMBL518499,Q07869,25166741
CHEMBL462378,Q07869,25164959
CHEMBL459466,Q07869,25165359
CHEMBL455130,Q07869,25166738
CHEMBL490029,Q07869,11678534
CHEMBL54197,Q07869,22458923
CHEMBL455127,Q07869,25211572
CHEMBL198605,Q07869,44404685
CHEMBL198365,Q07869,44404654
CHEMBL452054,Q07869,25165638
CHEMBL455126,Q07869,44561816
CHEMBL54097,Q07869,44296127
CHEMBL197848,Q07869,44404734
CHEMBL560160,Q07869,44190764
CHEMBL460073,Q07869,25165162
CHEMBL461379,Q07869,25166743
CHEMBL52426,Q07869,22458906
CHEMBL52633,Q07869,9829139
CHEMBL53746,Q07869,22459152
CHEMBL53688,Q07869,44296529
CHEMBL197823,Q07869,44404649
CHEMBL510180,Q07869,25165560
CHEMBL461378,Q07869,25166740
CHEMBL373048,Q07869,44404717
CHEMBL372850,Q07869,44404696
CHEMBL372107,Q07869,44404680
CHEMBL507477,Q07869,44561817
CHEMBL50885,Q07869,44296489
CHEMBL180928,Q07869,10116365
CHEMBL509369,Q07869,25165639
CHEMBL50680,Q07869,44296211
CHEMBL50259,Q07869,44296114
CHEMBL301156,Q07869,9870252
CHEMBL489506,Q07869,23402831
CHEMBL300629,Q07869,9826325
CHEMBL300026,Q07869,22459005
CHEMBL50143,Q07869,9958289
CHEMBL298187,Q07869,9806427
CHEMBL187612,Q07869,11463996
CHEMBL50755,Q07869,44296435
CHEMBL1085062,Q07869,46890333
CHEMBL578370,Q07869,45488178
CHEMBL421729,Q07869,44321548
CHEMBL1075732,Q07869,44627948
CHEMBL513244,Q07869,44590001
CHEMBL191060,Q07869,11149906
CHEMBL87380,Q07869,44321573
CHEMBL147721,Q07869,10371709
CHEMBL317424,Q07869,44331668
CHEMBL381891,Q07869,44406154
CHEMBL477644,Q07869,25147840
CHEMBL574607,Q07869,44481230
CHEMBL198163,Q07869,23684920
CHEMBL207569,Q07869,44411945
CHEMBL471533,Q07869,11283113
Pirinixic acid,Q07869,5694
SB-213068,Q07869,9843045
CHEMBL120611,Q07869,9888528
CHEMBL199855,Q07869,44406117
CHEMBL374296,Q07869,44419828
CHEMBL262981,Q07869,44316629
CHEMBL124842,Q07869,9847836
CHEMBL1080699,Q07869,11678481
CHEMBL1080470,Q07869,46879867
CHEMBL372519,Q07869,44406437
CHEMBL248261,Q07869,44442442
CHEMBL1079961,Q07869,46878727
CHEMBL241269,Q07869,44439730
CHEMBL229573,Q07869,44424595
CHEMBL200207,Q07869,44406528
CHEMBL1079962,Q07869,46878728
CHEMBL262558,Q07869,11090513
CHEMBL371964,Q07869,44406375
CHEMBL489768,Q07869,44579552
CHEMBL233003,Q07869,44431873
CHEMBL400309,Q07869,10199589
CHEMBL189116,Q07869,11438721
CHEMBL420973,Q07869,44320978
CHEMBL1083110,Q07869,46890417
CHEMBL455853,Q07869,25148014
CHEMBL1075683,Q07869,44627190
CHEMBL515666,Q07869,25148016
CHEMBL240459,Q07869,44439729
Compound P,Q07869,6603901
CHEMBL372825,Q07869,44406340
CHEMBL401560,Q07869,44446271
CHEMBL397218,Q07869,44425859
CHEMBL404467,Q07869,44446257
CHEMBL382525,Q07869,44406263
CHEMBL397449,Q07869,44425862
CHEMBL390199,Q07869,11190685
CHEMBL397970,Q07869,44425850
CHEMBL389768,Q07869,11351266
CHEMBL180660,Q07869,44389847
CHEMBL331206,Q07869,44345843
CHEMBL389769,Q07869,44425852
CHEMBL472071,Q07869,16046722
CHEMBL1086515,Q07869,46890418
CHEMBL390004,Q07869,44425864
CHEMBL390005,Q07869,16726113
CHEMBL395558,Q07869,44425855
CHEMBL230179,Q07869,44425869
CHEMBL230605,Q07869,11225910
CHEMBL231223,Q07869,11488006
CHEMBL1085796,Q07869,46890332
CHEMBL230268,Q07869,44425853
CHEMBL230269,Q07869,44425854
CHEMBL230287,Q07869,44425872
CHEMBL230372,Q07869,44425851
CHEMBL554562,Q07869,45268062
CHEMBL230177,Q07869,11351221
CHEMBL231428,Q07869,44425856
CHEMBL231528,Q07869,11155356
CHEMBL230158,Q07869,11236126
CHEMBL485155,Q07869,15984029
CHEMBL230050,Q07869,11476297
CHEMBL231531,Q07869,11490050
CHEMBL230063,Q07869,11418941
CHEMBL231527,Q07869,11421645
CHEMBL214394,Q07869,44415602
CHEMBL247660,Q07869,44442472
CHEMBL177831,Q07869,11712873
CHEMBL200810,Q07869,44406341
CHEMBL1080140,Q07869,46878729
CHEMBL373785,Q07869,44415664
CHEMBL197829,Q07869,44404282
CHEMBL1087336,Q07869,46888969
CHEMBL1079669,Q07869,44627634
CHEMBL425254,Q07869,16090859
G3295_SIGMA,Q07869,9934458
CHEMBL508225,Q07869,44589955
CHEMBL178158,Q07869,44389742
CHEMBL89152,Q07869,44320897
CHEMBL179496,Q07869,44389748
CHEMBL489172,Q07869,44579341
CHEMBL490401,Q07869,44579390
CHEMBL197971,Q07869,44406205
CHEMBL239771,Q07869,44439716
CHEMBL471814,Q07869,44589899
CHEMBL198166,Q07869,11682417
CHEMBL490402,Q07869,44579391
CHEMBL1075725,Q07869,46878781
CHEMBL393593,Q07869,44439711
CHEMBL443238,Q07869,44442449
CHEMBL380961,Q07869,44406180
CHEMBL247399,Q07869,44442450
CHEMBL197961,Q07869,44404280
CHEMBL120676,Q07869,11111473
CHEMBL248119,Q07869,11362482
CHEMBL1075894,Q07869,44627417
CHEMBL166572,Q07869,9869022
CHEMBL178753,Q07869,44389715
CHEMBL514441,Q07869,25148015
CHEMBL229831,Q07869,24890513
CHEMBL475989,Q07869,25149126
CHEMBL200952,Q07869,44405121
CHEMBL248412,Q07869,10288123
CHEMBL199814,Q07869,44406262
CHEMBL1087581,Q07869,46888967
CHEMBL515991,Q07869,25149038
CHEMBL514381,Q07869,25149127
CHEMBL197623,Q07869,44404270
CHEMBL118413,Q07869,10199828
CHEMBL425431,Q07869,16007090
CHEMBL1089634,Q07869,11628577
CHEMBL574606,Q07869,44480461
CHEMBL239562,Q07869,44439712
CHEMBL198117,Q07869,44404287
CHEMBL426632,Q07869,11471872
CHEMBL124079,Q07869,10743135
CHEMBL574824,Q07869,44481228
CHEMBL211963,Q07869,44415715
CHEMBL486365,Q07869,44589851
CHEMBL1089632,Q07869,11635845
CHEMBL1087712,Q07869,46889022
CHEMBL198708,Q07869,44404267
CHEMBL232798,Q07869,44431886
CHEMBL199121,Q07869,23672434
CHEMBL559752,Q07869,45268611
CHEMBL115604,Q07869,10341444
CHEMBL1084547,Q07869,46890509
CHEMBL120444,Q07869,10939255
CHEMBL396109,Q07869,25107241
CHEMBL200571,Q07869,16058409
CHEMBL198170,Q07869,44404271
CHEMBL199172,Q07869,23683103
CHEMBL119646,Q07869,44345407
CHEMBL475988,Q07869,25147838
CHEMBL247398,Q07869,10223369
CHEMBL1075724,Q07869,44627087
CHEMBL120744,Q07869,12967684
CHEMBL178296,Q07869,44389801
CHEMBL325723,Q07869,11048469
CHEMBL458867,Q07869,25149124
CHEMBL333890,Q07869,44345203
CHEMBL373318,Q07869,11674387
CHEMBL207198,Q07869,44411943
CHEMBL486205,Q07869,44589805
CHEMBL213877,Q07869,44414927
CHEMBL398486,Q07869,44442447
CHEMBL551480,Q07869,45271105
CHEMBL39894,Q07869,9845832
CHEMBL523944,Q07869,44579478
CHEMBL119111,Q07869,44345158
CHEMBL513886,Q07869,25104183
CHEMBL458866,Q07869,25149129
CHEMBL573018,Q07869,44481229
CHEMBL119030,Q07869,44345406
CHEMBL573492,Q07869,44481496
CHEMBL573895,Q07869,11630055
CHEMBL331464,Q07869,11729251
CHEMBL175310,Q07869,11612623
CHEMBL376235,Q07869,44419805
CHEMBL398485,Q07869,44442443
CHEMBL567390,Q07869,44479443
Reglitazar,Q07869,154000
CHEMBL501155,Q07869,42625797
CHEMBL1075836,Q07869,44627306
CHEMBL561284,Q07869,45267726
CHEMBL1084319,Q07869,46890461
CHEMBL86817,Q07869,44321490
CHEMBL77040,Q07869,44316826
CHEMBL119869,Q07869,44345202
CHEMBL387261,Q07869,16090878
CHEMBL489171,Q07869,44579339
CHEMBL393778,Q07869,44439715
CHEMBL525772,Q07869,44589804
CHEMBL486357,Q07869,44589848
CHEMBL246200,Q07869,44442440
CHEMBL359053,Q07869,11156185
CHEMBL328099,Q07869,44321463
CHEMBL371091,Q07869,11656305
CHEMBL86688,Q07869,44321441
CHEMBL122009,Q07869,11811337
CHEMBL471191,Q07869,44589954
CHEMBL489363,Q07869,44579288
CHEMBL486364,Q07869,44589849
CHEMBL501335,Q07869,25117396
CHEMBL247620,Q07869,44442454
CHEMBL118617,Q07869,44345363
CHEMBL458221,Q07869,25148011
CHEMBL118198,Q07869,10914801
CHEMBL590341,Q07869,46229742
CHEMBL238946,Q07869,44439721
CHEMBL1081003,Q07869,44627080
CHEMBL219836,Q07869,11421714
CHEMBL167430,Q07869,10896153
CHEMBL583300,Q07869,44480465
CHEMBL591539,Q07869,46229832
AC1N7ZZK,Q07869,4287647
CHEMBL248260,Q07869,44442441
CHEMBL471851,Q07869,44589898
CHEMBL289887,Q07869,9932790
CHEMBL485942,Q07869,25110688
CHEMBL1088097,Q07869,46889045
CHEMBL371320,Q07869,11184855
CHEMBL583973,Q07869,44478369
CHEMBL246623,Q07869,44442473
CHEMBL1080368,Q07869,44627188
CHEMBL490425,Q07869,25114871
CHEMBL118483,Q07869,10204908
CHEMBL368931,Q07869,44384408
CHEMBL246207,Q07869,23657636
CHEMBL106974,Q07869,44336752
CHEMBL482827,Q07869,25116250
CHEMBL234820,Q07869,44431869
CHEMBL333778,Q07869,11122999
CHEMBL253924,Q07869,44446282
CHEMBL148856,Q07869,11774965
CHEMBL449099,Q07869,44589956
CHEMBL393926,Q07869,11774828
CHEMBL241472,Q07869,44439626
CHEMBL331557,Q07869,9844373
CHEMBL489765,Q07869,25114869
CHEMBL490426,Q07869,25115333
CHEMBL241299,Q07869,11247654
CHEMBL489377,Q07869,44579393
CHEMBL253490,Q07869,44446274
CHEMBL363154,Q07869,11476382
CHEMBL288341,Q07869,9823501
CHEMBL118492,Q07869,9842601
CHEMBL1081353,Q07869,46880010
CHEMBL299958,Q07869,9805806
CHEMBL192774,Q07869,11237761
CHEMBL1084322,Q07869,46890463
CHEMBL193459,Q07869,11339649
CHEMBL484263,Q07869,25116956
CHEMBL393777,Q07869,10027920
CHEMBL119682,Q07869,11810803
CHEMBL477801,Q07869,44579254
CHEMBL315048,Q07869,44321201
CHEMBL37013,Q07869,9953945
CHEMBL40614,Q07869,9932563
CHEMBL475916,Q07869,44579212
CHEMBL491627,Q07869,25117176
CHEMBL398804,Q07869,23628240
CHEMBL382982,Q07869,44406292
CID 10202546,Q07869,10202547
CHEMBL210469,Q07869,11649783
CHEMBL218591,Q07869,44419918
CHEMBL322086,Q07869,44336742
CHEMBL516274,Q07869,44579253
CHEMBL210372,Q07869,15604876
CHEMBL238944,Q07869,44439719
CHEMBL583759,Q07869,44480202
CHEMBL491622,Q07869,44579434
CHEMBL491596,Q07869,44579479
CHEMBL199819,Q07869,21942782
(2S)-2-naphthalen-2-yloxypentanoic Acid,Q07869,11356973
2-(4-chlorophenoxy)-3-phenyl-propanoic Acid,Q07869,11460087
CHEBI:515684,Q07869,44443270
(2S)-2-[[4-(4-chlorophenyl)phenyl]methoxy]pentanoic Acid,Q07869,11186225
CHEMBL428019,Q07869,44431882
CHEMBL485291,Q07869,25116726
CHEMBL508163,Q07869,42626030
CHEMBL521925,Q07869,25115790
(2S)-2-[[4-(4-chlorophenyl)phenyl]methoxy]pentanoic Acid,Q07869,11381586
CHEMBL1254673,Q07869,52941520
CHEMBL521289,Q07869,25115103
CHEMBL444175,Q07869,42625955
CHEMBL1079488,Q07869,44627298
CHEMBL234908,Q07869,44432855
CHEMBL1254756,Q07869,52948223
CHEMBL484462,Q07869,25116021
CHEMBL238745,Q07869,44439718
CHEMBL247508,Q07869,44440929
CHEMBL486363,Q07869,44589847
CHEMBL86657,Q07869,44321517
CHEMBL218950,Q07869,44419780
CHEMBL118976,Q07869,10916251
CHEMBL253522,Q07869,44446266
CHEMBL1075705,Q07869,44626989
CHEMBL371087,Q07869,11258987
CHEMBL458648,Q07869,25147933
CHEMBL401015,Q07869,44431868
CHEMBL1081786,Q07869,44627079
CHEMBL327481,Q07869,44321655
CHEMBL1081950,Q07869,44627078
CHEMBL325172,Q07869,44345171
CHEMBL199372,Q07869,44406265
CHEMBL118279,Q07869,10275376
CHEMBL489766,Q07869,25132561
CHEMBL199459,Q07869,44406336
CHEMBL234907,Q07869,44432853
CHEMBL490832,Q07869,25116813
CHEMBL478675,Q07869,44579211
CHEMBL120620,Q07869,10294076
CHEMBL401580,Q07869,44446284
CHEMBL199823,Q07869,44406331
CHEMBL393005,Q07869,44431885
CHEMBL219005,Q07869,44419785
CHEMBL232799,Q07869,44431887
CHEMBL391782,Q07869,44442455
CHEMBL239563,Q07869,44439713
CHEMBL239351,Q07869,44439710
CID 10233572,Q07869,11169884
CHEMBL393805,Q07869,9980571
CHEMBL523650,Q07869,25116020
CHEMBL248186,Q07869,44442459
CHEMBL104246,Q07869,44335944
CHEMBL39129,Q07869,22727983
CHEMBL399517,Q07869,44442453
CHEMBL491950,Q07869,11978567
CHEMBL1083698,Q07869,46890512
CHEMBL475915,Q07869,25211874
CHEMBL378057,Q07869,44414917
CHEMBL490220,Q07869,16038358
CHEMBL234858,Q07869,44431883
CHEMBL370407,Q07869,44406283
CHEMBL248259,Q07869,10091852
CHEMBL167378,Q07869,9890546
CHEMBL490395,Q07869,44579338
CHEMBL523649,Q07869,44579435
CHEMBL514871,Q07869,44579252
CHEMBL248187,Q07869,44442461
CHEMBL119278,Q07869,44345204
CHEMBL118852,Q07869,44345355
CHEMBL119798,Q07869,44345354
CHEMBL330938,Q07869,44345159
CHEMBL118546,Q07869,44345170
CHEMBL119078,Q07869,44345180
CHEMBL420525,Q07869,44345432
CHEMBL118206,Q07869,44345164
CHEMBL263466,Q07869,44419790
CHEMBL212993,Q07869,44415696
(2S)-2-naphthalen-2-yloxypentanoic Acid,Q07869,11218775
CHEMBL491423,Q07869,44579433
Pseudobaptigenin,Q07869,5281805
CHEMBL1089177,Q07869,11649387
CHEMBL168166,Q07869,9868387
CHEMBL442909,Q07869,44589850
CHEMBL573896,Q07869,44479188
CHEMBL566082,Q07869,44478373
CHEMBL221923,Q07869,44419770
CHEMBL326777,Q07869,11760451
CHEMBL167352,Q07869,9867298
CHEMBL167043,Q07869,11811825
CHEMBL361604,Q07869,44389727
CHEMBL489591,Q07869,44579477
CHEMBL491623,Q07869,44579436
CHEMBL575755,Q07869,44478375
CHEMBL247397,Q07869,10157940
CHEMBL601678,Q07869,46232959
CHEMBL1080708,Q07869,44627944
CHEMBL1080532,Q07869,44627528
CHEMBL1080533,Q07869,44627628
CHEMBL388540,Q07869,10207287
CHEMBL1080540,Q07869,44627735
CHEMBL234904,Q07869,44432845
CHEMBL1080534,Q07869,44626791
CHEMBL1080535,Q07869,44626889
CHEMBL1080355,Q07869,44627941
CHEMBL1080184,Q07869,44627416
CHEMBL1080187,Q07869,44626585
CHEMBL1080173,Q07869,44627413
CHEMBL1080172,Q07869,44627304
CHEMBL1080143,Q07869,44626987
CHEMBL1080168,Q07869,44627636
CHEMBL1080188,Q07869,44626801
CHEMBL1080312,Q07869,46878777
CHEMBL1080366,Q07869,44627531
CHEMBL234905,Q07869,44432846
CHEMBL1080363,Q07869,44626789
CHEMBL1080356,Q07869,44627942
CHEMBL1080349,Q07869,11585006
CHEMBL1080821,Q07869,44626797
CHEMBL1080369,Q07869,44626891
CHEMBL1081206,Q07869,44627843
CHEMBL254540,Q07869,44446247
CHEMBL223080,Q07869,10186123
CHEBI:50123,Q07869,10021239
CHEMBL393987,Q07869,44432847
CHEMBL371097,Q07869,11294660
CHEMBL1081224,Q07869,44627085
CHEMBL222880,Q07869,10053715
CHEMBL222560,Q07869,10117908
CHEMBL254742,Q07869,44446250
CHEMBL254743,Q07869,44446252
CHEMBL1081241,Q07869,46878843
CHEMBL397858,Q07869,44442458
CHEMBL221399,Q07869,10370262
CHEMBL370374,Q07869,23684387
CHEMBL393186,Q07869,44432832
CHEMBL231696,Q07869,44432835
CHEMBL234691,Q07869,44432848
CHEMBL1081045,Q07869,46878779
CHEMBL1081044,Q07869,46878778
CHEMBL1081004,Q07869,44626798
CHEMBL234903,Q07869,44432844
CHEMBL234692,Q07869,44432849
CHEMBL1081046,Q07869,46878780
CHEMBL1081073,Q07869,46880447
CHEMBL1081223,Q07869,44627084
CHEMBL391987,Q07869,44442456
CHEMBL1081207,Q07869,44627844
CHEMBL234689,Q07869,44432841
CHEMBL234906,Q07869,44432852
CHEMBL1080873,Q07869,44627083
CHEMBL1079981,Q07869,44627532
CHEMBL1076151,Q07869,44628049
CHEMBL1076175,Q07869,44626697
CHEMBL1079382,Q07869,44627946
CHEMBL377695,Q07869,44411741
CHEMBL246621,Q07869,44442462
CHEMBL1075856,Q07869,44627300
CHEMBL1075893,Q07869,44627524
CHEMBL1079449,Q07869,44627945
CHEMBL377883,Q07869,44411565
CHEMBL1079504,Q07869,44627527
CHEMBL1079505,Q07869,44627303
CHEMBL1079503,Q07869,44627525
CHEMBL379123,Q07869,44411918
CHEMBL378325,Q07869,44414967
CHEMBL378881,Q07869,44414956
CHEMBL377093,Q07869,44411561
CHEMBL1075835,Q07869,44627305
NSC367464,Q07869,339720
CHEMBL1075682,Q07869,44626890
CHEMBL1075665,Q07869,46878644
CHEMBL247658,Q07869,44442469
CHEMBL372412,Q07869,44406472
CHEMBL247659,Q07869,44442471
CHEMBL1075703,Q07869,44626986
CHEMBL1075704,Q07869,44626988
CHEMBL246624,Q07869,44442475
CHEMBL1075772,Q07869,44627299
CHEMBL246801,Q07869,44442465
CHEMBL246802,Q07869,44442467
CHEMBL1075706,Q07869,44626990
CHEMBL246803,Q07869,44442468
CHEMBL1079617,Q07869,44628046
CHEMBL1079618,Q07869,44628047
CHEMBL234909,Q07869,44432856
CHEMBL384762,Q07869,44414900
CHEMBL1081380,Q07869,44627845
CHEMBL383404,Q07869,44411571
CHEMBL383313,Q07869,44411616
CHEMBL1079965,Q07869,44626892
CHEMBL1079982,Q07869,44627533
CHEMBL1079983,Q07869,11663931
CHEMBL1080032,Q07869,44627733
CHEMBL1080033,Q07869,44627734
CHEMBL1080026,Q07869,44627526
CHEMBL1080025,Q07869,44627412
CHEMBL1079984,Q07869,44627302
CHEMBL1080013,Q07869,44627732
CHEMBL382928,Q07869,21942721
CHEMBL381468,Q07869,44406318
CHEMBL1079668,Q07869,44627842
CHEMBL246201,Q07869,23111663
CHEMBL380232,Q07869,44414968
CHEMBL379851,Q07869,44411968
CHEMBL379145,Q07869,44411708
CHEMBL1079646,Q07869,44627728
CHEMBL1079677,Q07869,44627731
CHEMBL1079739,Q07869,44628048
CHEMBL1079925,Q07869,44626799
CHEMBL381066,Q07869,44411578
CHEMBL1079911,Q07869,44626481
CHEMBL1079910,Q07869,44626480
CHEMBL1079821,Q07869,44627192
CHEMBL1079826,Q07869,44627635
CHEMBL1080108,Q07869,44626800
CHEMBL1081410,Q07869,44627633
CHEMBL426108,Q07869,44406258
CHEMBL207570,Q07869,44411946
CHEMBL425945,Q07869,44411581
CHEMBL207811,Q07869,44411577
CHEMBL1081387,Q07869,44627846
CHEMBL426371,Q07869,44424584
CHEMBL519854,Q07869,44591830
CHEMBL1086516,Q07869,46890419
CHEMBL206578,Q07869,44411557
CHEMBL206895,Q07869,44411772
CHEMBL207318,Q07869,44411563
CHEMBL207449,Q07869,44411767
CHEMBL207957,Q07869,44411618
CHEMBL208202,Q07869,44411547
CHEMBL211047,Q07869,44411737
CHEMBL210873,Q07869,44411740
CHEMBL1082131,Q07869,44626691
CHEMBL1082118,Q07869,44627415
CHEMBL213524,Q07869,16043249
CHEMBL210057,Q07869,44414891
CHEMBL209595,Q07869,44414955
CHEMBL1082137,Q07869,44627943
CHEMBL208203,Q07869,44411548
CHEMBL523334,Q07869,42625874
CHEMBL208318,Q07869,44411558
CHEMBL208755,Q07869,44411630
CHEMBL202137,Q07869,44406364
CHEMBL202087,Q07869,21942716
CHEMBL196736,Q07869,44404251
CHEMBL196261,Q07869,23676879
CHEMBL197256,Q07869,44404247
CHEMBL197268,Q07869,11508312
CHEMBL198034,Q07869,23690285
CHEMBL196260,Q07869,44404256
CHEMBL196227,Q07869,11588094
CHEMBL492519,Q07869,42625721
CHEMBL1209109,Q07869,24748569
CHEMBL1209173,Q07869,44476535
CHEMBL173828,Q07869,11214000
CHEMBL196139,Q07869,44404248
CHEMBL451681,Q07869,42625875
CHEMBL450774,Q07869,42625795
CHEMBL200611,Q07869,44406365
CHEMBL200610,Q07869,21942772
CHEMBL428929,Q07869,44442464
CHEMBL200811,Q07869,44406303
CHEMBL201632,Q07869,44406304
CHEMBL199782,Q07869,21942731
CHEMBL199677,Q07869,44406441
CHEMBL199125,Q07869,44404275
CHEMBL443243,Q07869,42625871
CHEMBL199362,Q07869,44406345
CHEMBL437364,Q07869,44432854
"trisubstituted isoxazole, 1",Q07869,11497604
CHEMBL207887,Q07869,44411562
CHEMBL398730,Q07869,44442466
CHEMBL1081750,Q07869,44627730
CHEMBL1081749,Q07869,44627729
CHEMBL1082117,Q07869,44627414
CHEMBL1081751,Q07869,44627838
CHEMBL1081756,Q07869,44627297
CHEMBL215812,Q07869,44414962
CHEMBL398746,Q07869,44442474
CHEMBL398745,Q07869,44442470
CHEMBL1081763,Q07869,44627839
CHEMBL1081729,Q07869,44626587
CHEMBL398729,Q07869,44442463
CHEMBL1081424,Q07869,44627409
CHEMBL247998,Q07869,44442457
CHEMBL1081391,Q07869,44627191
CHEMBL398133,Q07869,44442460
CHEMBL1081591,Q07869,44627410
CHEMBL1081600,Q07869,44628050
CHEMBL1081603,Q07869,44627301
CHEMBL1081602,Q07869,44627627
CHEMBL1081601,Q07869,44626477
CHEMBL1081764,Q07869,44627840
CHEMBL1081730,Q07869,44626696
CHEMBL1081963,Q07869,23656548
CHEMBL400507,Q07869,10409008
CHEMBL1081962,Q07869,44626888
CHEMBL215605,Q07869,44414901
CHEMBL555484,Q07869,45271445
CHEMBL213876,Q07869,44414926
CHEMBL1082089,Q07869,44626586
CHEMBL1082116,Q07869,44627411
CHEMBL1082115,Q07869,44627637
CHEMBL1082114,Q07869,44626479
